"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"40127","1","10","71","0","2025","2","",11,18,20,20,248134,0,0,987,"",7.45,0.38,0.43,0.45,0.37,0.00,0.00,0.88,"",-1,-8.3,-6,-25.0,-3,-13.0,-3,-13.0,-28582,-10.3,0,0.0,0,0.0,75,8.2
"40127","2","10","71","0","2025","2","",12,158,153,151,2700209,29191,267,1349,"",6.81,2.02,1.97,2.07,2.91,0.30,2.46,1.44,"",-1,-7.7,1,0.6,-3,-1.9,-1,-0.7,-29359,-1.1,-8873,-23.3,-90,-25.2,-6,-0.4
"40127","3","10","71","0","2025","2","",40,776,768,656,8222623,3245724,6024,863,"",9.59,3.24,3.20,2.95,3.46,13.19,9.16,1.10,"",0,0.0,-27,-3.4,-34,-4.2,-23,-3.4,-340304,-4.0,64579,2.0,-100,-1.6,-2,-0.2
"40127","5","10","71","0","2025","2","",233,1524,1537,1524,15547435,10711147,113509,783,"",0.81,0.72,0.73,0.76,0.68,0.79,0.95,0.93,"",3,1.3,-53,-3.4,-107,-6.5,-127,-7.7,-154559,-1.0,-367519,-3.3,6297,5.9,39,5.2
"40129","0","10","70","0","2025","2","",110,858,867,768,10383103,4962769,33699,961,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-4.3,-23,-2.6,-15,-1.7,-49,-6.0,-346662,-3.2,-75368,-1.5,3027,9.9,1,0.1
"40129","1","10","71","0","2025","2","",8,38,37,40,659283,0,0,1323,"",14.59,2.32,2.26,2.77,2.54,0.00,0.00,1.04,"",0,0.0,2,5.6,1,2.8,0,0.0,-45042,-6.4,0,0.0,0,0.0,-128,-8.8
"40129","2","10","71","0","2025","2","N",3,0,0,0,0,0,0,0,"N",4.58,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40129","3","10","71","0","2025","2","N",19,0,0,0,0,0,0,0,"N",12.26,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40129","5","10","71","0","2025","2","",80,436,449,452,5059979,3418334,22725,873,"",0.75,0.60,0.61,0.69,0.57,0.71,0.68,0.91,"",-5,-5.9,-38,-8.0,-28,-5.9,-24,-5.0,-446752,-8.1,-149061,-4.2,859,3.9,-18,-2.0
"40131","0","10","70","0","2025","2","",2248,31417,31471,31167,463869779,239753015,2186946,1138,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",67,3.1,700,2.3,603,2.0,573,1.9,27339498,6.3,19341942,8.8,528363,31.9,45,4.1
"40131","1","10","71","0","2025","2","",14,526,508,503,11756626,0,0,1765,"",1.25,0.88,0.86,0.86,1.01,0.00,0.00,1.17,"",0,0.0,-30,-5.4,-40,-7.3,-47,-8.5,-525667,-4.3,0,0.0,0,0.0,51,3.0
"40131","2","10","71","0","2025","2","",14,906,905,825,11324704,3218949,971,991,"",1.05,0.91,0.92,0.85,0.70,1.95,0.49,0.79,"",-1,-6.7,-55,-5.7,-73,-7.5,-76,-8.4,-222293,-1.9,130790,4.2,-73,-7.0,53,5.7
"40131","3","10","71","0","2025","2","",75,5119,5114,4782,85412626,32745507,52640,1313,"",2.37,1.68,1.68,1.62,2.07,7.76,4.38,1.25,"",-3,-3.8,-47,-0.9,-106,-2.0,-109,-2.2,2201218,2.6,-535562,-1.6,-155,-0.3,56,4.5
"40131","5","10","71","0","2025","2","",2145,24866,24944,25057,355375823,203788559,2133335,1095,"",0.98,0.93,0.93,0.94,0.90,0.87,0.98,0.96,"",71,3.4,832,3.5,822,3.4,805,3.3,25886240,7.9,19746714,10.7,528591,32.9,45,4.3
"40133","0","10","70","0","2025","2","",498,7160,7181,6817,86261021,46066523,579099,941,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-1.0,-200,-2.7,-179,-2.4,-288,-4.1,1658085,2.0,-90164,-0.2,102133,21.4,46,5.1
"40133","1","10","71","0","2025","2","",11,261,265,261,5002609,0,0,1467,"",4.43,1.91,1.96,2.03,2.32,0.00,0.00,1.18,"",0,0.0,12,4.8,17,6.9,12,4.8,309207,6.6,0,0.0,0,0.0,15,1.0
"40133","2","10","71","0","2025","2","",10,285,296,288,3361555,1712874,342,893,"",3.38,1.26,1.31,1.36,1.12,5.41,0.65,0.86,"",0,0.0,3,1.1,13,4.6,10,3.6,238250,7.6,103046,6.4,-147,-30.1,38,4.4
"40133","3","10","71","0","2025","2","",59,1580,1587,1305,17275254,6405807,170631,891,"",8.41,2.28,2.28,2.02,2.25,7.90,53.67,1.02,"",-1,-1.7,18,1.2,38,2.5,-51,-3.8,452606,2.7,-389438,-5.7,43931,34.7,22,2.5
"40133","5","10","71","0","2025","2","",418,5034,5033,4963,60621603,37947842,408126,931,"",0.86,0.82,0.82,0.85,0.83,0.84,0.71,0.99,"",-4,-0.9,-233,-4.4,-247,-4.7,-259,-5.0,658022,1.1,196228,0.5,58349,16.7,53,6.0
"40135","0","10","70","0","2025","2","",792,9572,9588,9253,96233156,54670936,460629,782,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",34,4.5,137,1.5,28,0.3,-390,-4.0,3996374,4.3,2160967,4.1,84973,22.6,39,5.2
"40135","1","10","71","0","2025","2","",13,132,130,125,2544662,0,0,1517,"",3.29,0.72,0.72,0.72,1.06,0.00,0.00,1.47,"",0,0.0,0,0.0,-11,-7.8,-23,-15.5,-41473,-1.6,0,0.0,0,0.0,99,7.0
"40135","2","10","71","0","2025","2","",15,264,268,287,3904295,381073,3811,1100,"",3.18,0.87,0.89,1.00,1.17,1.01,9.13,1.27,"",1,7.1,23,9.5,18,7.2,40,16.2,411570,11.8,-8823,-2.3,-88,-2.3,8,0.7
"40135","3","10","71","0","2025","2","",52,2500,2495,2187,30705640,11040881,9996,987,"",4.66,2.70,2.68,2.50,3.59,11.48,3.95,1.36,"",0,0.0,-77,-3.0,-81,-3.1,-238,-9.8,775711,2.6,278893,2.6,-140,-1.4,76,8.3
"40135","5","10","71","0","2025","2","",712,6676,6695,6654,59078559,43248982,446822,681,"",0.92,0.82,0.82,0.84,0.72,0.81,0.98,0.87,"",33,4.9,191,2.9,102,1.5,-169,-2.5,2850566,5.1,1890897,4.6,85201,23.6,29,4.4
"40137","0","10","70","0","2025","2","",1205,14881,15012,14640,196686585,92521464,931756,1019,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",10,0.8,-325,-2.1,-260,-1.7,-317,-2.1,1162713,0.6,9304,0.0,167697,21.9,26,2.6
"40137","1","10","71","0","2025","2","",10,84,77,78,1231274,0,0,1189,"",1.66,0.30,0.27,0.28,0.25,0.00,0.00,0.88,"",0,0.0,1,1.2,-6,-7.2,-5,-6.0,86782,7.6,0,0.0,0,0.0,128,12.1
"40137","2","10","71","0","2025","2","",13,220,235,225,3330771,45265,342,1130,"",1.81,0.47,0.50,0.50,0.49,0.07,0.40,1.00,"",0,0.0,-9,-3.9,6,2.6,-4,-1.7,20306,0.6,-11948,-20.9,-115,-25.2,18,1.6
"40137","3","10","71","0","2025","2","",46,1981,1986,1619,25795951,4175603,23137,1066,"",2.71,1.37,1.36,1.17,1.47,2.57,4.52,1.13,"",0,0.0,33,1.7,22,1.1,6,0.4,579262,2.3,113416,2.8,1150,5.2,13,1.2
"40137","5","10","71","0","2025","2","",1136,12596,12714,12718,166328589,88300596,908277,1009,"",0.97,0.99,0.99,1.02,0.99,0.98,0.98,0.99,"",10,0.9,-350,-2.7,-282,-2.2,-314,-2.4,476363,0.3,-92164,-0.1,166662,22.5,27,2.7
"40139","0","10","70","0","2025","2","",582,10011,9984,9976,124926003,79234727,593693,962,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1,0.2,346,3.6,197,2.0,168,1.7,858974,0.7,6038684,8.3,88320,17.5,-16,-1.6
"40139","1","10","71","0","2025","2","",11,65,66,63,1012388,0,0,1204,"",3.79,0.34,0.35,0.34,0.32,0.00,0.00,0.95,"",0,0.0,4,6.6,2,3.1,-1,-1.6,-85272,-7.8,0,0.0,0,0.0,-136,-10.1
"40139","2","10","71","0","2025","2","",12,265,261,237,3008848,1292544,267,910,"",3.47,0.84,0.83,0.77,0.69,2.37,0.50,0.85,"",-1,-7.7,-18,-6.4,-23,-8.1,-29,-10.9,-348779,-10.4,-98951,-7.1,-81,-23.3,-20,-2.2
"40139","3","10","71","0","2025","2","",47,1376,1382,1325,16018083,3626521,28373,905,"",5.73,1.42,1.43,1.40,1.44,2.60,8.70,1.02,"",0,0.0,23,1.7,15,1.1,5,0.4,584668,3.8,337095,10.2,3025,11.9,23,2.6
"40139","5","10","71","0","2025","2","",512,8305,8275,8351,104886684,74315662,565053,971,"",0.90,0.97,0.97,0.98,0.99,0.96,0.96,1.01,"",2,0.4,337,4.2,203,2.5,193,2.4,708357,0.7,5800540,8.5,85376,17.8,-23,-2.3
"40141","0","10","70","0","2025","2","",174,1526,1547,1429,17768081,9309139,104329,911,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3,-1.7,12,0.8,19,1.2,-22,-1.5,478960,2.8,504736,5.7,31419,43.1,23,2.6
"40141","1","10","71","0","2025","2","",9,33,30,30,422638,0,0,1049,"",10.37,1.13,1.03,1.12,0.95,0.00,0.00,0.87,"",0,0.0,4,13.8,2,7.1,2,7.1,-4551,-1.1,0,0.0,0,0.0,-111,-9.6
"40141","2","10","71","0","2025","2","",10,113,111,111,1755523,26668,267,1209,"",9.66,2.34,2.29,2.50,2.85,0.42,2.82,1.20,"",0,0.0,-1,-0.9,-9,-7.5,-7,-5.9,20710,1.2,-8108,-23.3,-81,-23.3,72,6.3
"40141","3","10","71","0","2025","2","",19,388,391,270,4054608,1283073,4753,892,"",7.75,2.63,2.61,2.00,2.56,7.83,8.30,1.06,"",0,0.0,-8,-2.0,-4,-1.0,-5,-1.8,14372,0.4,119934,10.3,116,2.5,17,1.9
"40141","5","10","71","0","2025","2","",136,992,1015,1018,11535312,7999398,99309,880,"",0.80,0.76,0.77,0.83,0.76,0.88,0.96,0.97,"",-3,-2.2,17,1.7,30,3.0,-12,-1.2,448429,4.0,392910,5.2,31384,46.2,24,2.8
"40143","0","10","70","0","2025","2","",26873,371907,372752,371732,5928942692,2457101817,28518463,1226,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",395,1.5,4032,1.1,3807,1.0,3679,1.0,280887358,5.0,132061052,5.7,6564464,29.9,46,3.9
"40143","1","10","71","0","2025","2","",57,3965,3899,3867,87604830,0,0,1723,"",0.43,0.56,0.56,0.55,0.59,0.00,0.00,1.06,"",-1,-1.7,27,0.7,-35,-0.9,-53,-1.4,1196348,1.4,0,0.0,0,0.0,32,1.9
"40143","2","10","71","0","2025","2","",32,3554,3573,3237,49571505,10028691,17845,1104,"",0.20,0.30,0.31,0.28,0.24,0.59,0.69,0.81,"",0,0.0,30,0.9,74,2.1,116,3.7,2433479,5.2,321683,3.3,1144,6.8,32,3.0
"40143","3","10","71","0","2025","2","",202,29446,29506,27141,436406802,32740479,43212,1170,"",0.53,0.82,0.82,0.77,0.83,0.76,0.28,1.03,"",-6,-2.9,717,2.5,717,2.5,113,0.4,7678572,1.8,1968704,6.4,7536,21.1,0,0.0
"40143","5","10","71","0","2025","2","",26582,334942,335774,337487,5355359555,2414332647,28457406,1226,"",1.01,1.06,1.06,1.06,1.06,1.01,1.00,1.00,"",402,1.5,3258,1.0,3051,0.9,3503,1.0,269578959,5.3,129770665,5.7,6555784,29.9,50,4.3
"40145","0","10","70","0","2025","2","",1280,11573,11747,11502,162561067,80330581,808230,1077,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",167,15.0,473,4.3,584,5.2,345,3.1,14203172,9.6,8511725,11.9,134042,19.9,53,5.2
"40145","1","10","71","0","2025","2","",8,73,71,75,1156570,0,0,1219,"",1.25,0.33,0.32,0.35,0.28,0.00,0.00,0.86,"",0,0.0,1,1.4,-5,-6.6,-3,-3.8,-65636,-5.4,0,0.0,0,0.0,-29,-2.3
"40145","2","10","71","0","2025","2","",11,323,333,321,4340668,1576814,3651,1025,"",1.44,0.88,0.90,0.90,0.77,2.86,4.98,0.86,"",0,0.0,26,8.8,30,9.9,26,8.8,57872,1.4,75201,5.0,378,11.5,-79,-7.2
"40145","3","10","71","0","2025","2","",26,1550,1574,1359,21653109,6612965,22101,1115,"",1.44,1.38,1.38,1.25,1.50,4.68,4.98,1.12,"",1,4.0,20,1.3,49,3.2,-78,-5.4,599262,2.8,478029,7.8,2459,12.5,33,3.0
"40145","5","10","71","0","2025","2","",1235,9627,9769,9747,135410720,72140802,782478,1072,"",0.99,0.98,0.98,0.99,0.98,0.92,0.97,1.00,"",166,15.5,426,4.6,510,5.5,400,4.3,13611674,11.2,7958495,12.4,131205,20.1,61,6.0
"40147","0","10","70","0","2025","2","",1419,19099,19133,19058,284342503,107144738,1193791,1145,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",0,0.0,58,0.3,34,0.2,117,0.6,12364413,4.5,4579125,4.5,244496,25.8,45,4.1
"40147","1","10","71","0","2025","2","",11,87,86,86,1461425,0,0,1302,"",1.55,0.24,0.24,0.24,0.21,0.00,0.00,0.86,"",-1,-8.3,-3,-3.3,0,0.0,0,0.0,-19039,-1.3,0,0.0,0,0.0,-2,-0.2
"40147","2","10","71","0","2025","2","",11,164,165,162,2052222,198937,595,965,"",1.30,0.27,0.27,0.27,0.21,0.27,0.55,0.76,"",0,0.0,13,8.6,10,6.5,8,5.2,126192,6.6,90970,84.3,-3,-0.5,-1,-0.1
"40147","3","10","71","0","2025","2","",31,1995,2004,1867,32377732,3441803,40983,1274,"",1.55,1.08,1.08,1.03,1.28,1.83,6.25,1.20,"",0,0.0,-34,-1.7,-61,-3.0,18,1.0,892503,2.8,242425,7.6,13915,51.4,51,4.2
"40147","5","10","71","0","2025","2","",1366,16853,16878,16943,248451124,103503998,1152213,1131,"",0.99,1.04,1.03,1.04,1.03,0.99,0.97,0.99,"",1,0.1,82,0.5,85,0.5,91,0.5,11364757,4.8,4245730,4.3,230584,25.0,46,4.2
"40149","0","10","70","0","2025","2","",284,1924,1923,1808,22116638,10535880,66341,903,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-10,-3.4,-67,-3.4,-76,-3.8,-69,-3.7,-542527,-2.4,-268522,-2.5,4979,8.1,12,1.3
"40149","1","10","71","0","2025","2","",13,39,41,40,565024,0,0,1087,"",9.18,1.06,1.13,1.18,1.02,0.00,0.00,0.91,"",-1,-7.1,1,2.6,0,0.0,1,2.6,5827,1.0,0,0.0,0,0.0,-7,-0.6
"40149","2","10","71","0","2025","2","",9,19,20,24,352824,49453,495,1292,"",5.33,0.31,0.33,0.43,0.46,0.68,8.23,1.29,"",0,0.0,-4,-17.4,-4,-16.7,0,0.0,-6646,-1.8,-18256,-27.0,-182,-26.9,124,10.6
"40149","3","10","71","0","2025","2","",33,654,662,531,7448179,1851724,2449,931,"",8.25,3.51,3.55,3.10,3.78,9.99,6.72,1.11,"",0,0.0,0,0.0,14,2.2,12,2.3,137861,1.9,92492,5.3,86,3.6,5,0.5
"40149","5","10","71","0","2025","2","",229,1212,1200,1213,13750611,8634703,63397,875,"",0.83,0.74,0.73,0.78,0.73,0.84,0.96,0.97,"",-9,-3.8,-64,-5.0,-86,-6.7,-82,-6.3,-679569,-4.7,-342758,-3.8,5075,8.7,12,1.4
"40151","0","10","70","0","2025","2","",303,3285,3336,3187,40339734,16818067,116409,949,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",5,1.7,-98,-2.9,-39,-1.2,-83,-2.5,-927684,-2.2,487656,3.0,18777,19.2,-1,-0.1
"40151","1","10","71","0","2025","2","",7,27,31,31,357293,0,0,926,"",4.63,0.43,0.49,0.52,0.35,0.00,0.00,0.74,"",0,0.0,2,8.0,-1,-3.1,2,6.9,-23838,-6.3,0,0.0,0,0.0,-97,-9.5
"40151","2","10","71","0","2025","2","",14,458,463,441,5938248,2176785,1630,1006,"",7.77,4.41,4.42,4.46,4.24,18.83,15.45,0.96,"",0,0.0,-3,-0.7,-3,-0.6,1,0.2,43555,0.7,68138,3.2,23,1.4,11,1.1
"40151","3","10","71","0","2025","2","",18,670,680,564,8754664,1130315,7793,1056,"",4.22,2.11,2.10,1.87,2.44,3.82,12.19,1.20,"",1,5.9,-71,-9.6,-41,-5.7,-126,-18.3,-183921,-2.1,85815,8.2,844,12.1,97,10.1
"40151","5","10","71","0","2025","2","",264,2130,2162,2151,25289529,13510967,106986,906,"",0.89,0.76,0.76,0.79,0.74,0.82,0.92,0.96,"",4,1.5,-26,-1.2,6,0.3,40,1.9,-763480,-2.9,333703,2.5,17910,20.1,-30,-3.2
"40153","0","10","70","0","2025","2","",814,8108,8160,8049,116327203,51563145,565357,1104,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-23,-2.7,45,0.6,190,2.4,39,0.5,9432110,8.8,4095168,8.6,216841,62.2,78,7.6
"40153","1","10","71","0","2025","2","",13,84,84,83,1226057,0,0,1127,"",3.20,0.54,0.55,0.55,0.42,0.00,0.00,0.77,"",0,0.0,5,6.3,2,2.4,-1,-1.2,-85376,-6.5,0,0.0,0,0.0,-108,-8.7
"40153","2","10","71","0","2025","2","",15,263,261,266,3285617,174986,863,960,"",3.10,1.03,1.02,1.07,0.81,0.49,1.68,0.79,"",0,0.0,0,0.0,10,4.0,22,9.0,223004,7.3,2352,1.4,-32,-3.6,28,3.0
"40153","3","10","71","0","2025","2","",46,996,1007,981,13523336,3971841,10550,1046,"",4.01,1.27,1.27,1.29,1.31,4.38,3.40,1.02,"",0,0.0,20,2.0,8,0.8,52,5.6,409119,3.1,256047,6.9,1719,19.5,4,0.4
"40153","5","10","71","0","2025","2","",740,6765,6808,6719,98292193,47416318,553944,1118,"",0.93,0.98,0.98,0.98,0.99,0.94,0.99,1.02,"",-23,-3.0,20,0.3,170,2.6,-34,-0.5,8885363,9.9,3836769,8.8,215154,63.5,93,9.1
"40999","0","10","70","0","2025","2","",6269,30399,30496,29748,660617972,235093311,3893104,1682,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-468,-6.9,636,2.1,1223,4.2,472,1.6,47778185,7.8,14428391,6.5,980052,33.6,81,5.1
"40999","1","10","71","0","2025","2","",85,538,545,543,12457717,0,0,1768,"",2.72,0.93,0.95,0.97,0.75,0.00,0.00,0.79,"",2,2.4,7,1.3,4,0.7,-10,-1.8,708825,6.0,0,0.0,0,0.0,100,6.0
"40999","2","10","71","0","2025","2","N",5,0,0,0,0,0,0,0,"N",0.13,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40999","3","10","71","0","2025","2","N",3,0,0,0,0,0,0,0,"N",0.03,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40999","5","10","71","0","2025","2","",6176,29794,29882,29135,647178516,234810082,3892298,1682,"",1.01,1.15,1.15,1.14,1.15,1.02,1.01,1.00,"",-469,-7.1,626,2.1,1217,4.2,477,1.7,46967667,7.8,14378264,6.5,979894,33.6,81,5.1
"41000","0","10","50","0","2025","2","",183467,1991293,2005146,2016124,35843174734,18865288163,373099664,1376,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-3071,-1.6,-3534,-0.2,-1359,-0.1,-8160,-0.4,958061095,2.7,669606028,3.7,16226055,4.5,40,3.0
"41000","1","10","51","0","2025","2","",876,28610,28869,28979,683404252,0,0,1824,"",0.96,0.75,0.76,0.76,0.76,0.00,0.00,1.00,"",16,1.9,-659,-2.3,-962,-3.2,-1231,-4.1,-19033901,-2.7,0,0.0,0,0.0,9,0.5
"41000","2","10","51","0","2025","2","",1450,49258,49348,49651,1157787416,31377,753,1802,"",1.33,0.78,0.78,0.79,0.93,0.00,0.00,1.18,"",51,3.6,2389,5.1,2087,4.4,1966,4.1,148661471,14.7,31377,100.0,753,100.0,160,9.7
"41000","3","10","51","0","2025","2","",3702,228501,230216,230611,4691423587,157612417,2278346,1571,"",1.43,1.18,1.18,1.21,1.47,0.47,1.11,1.23,"",-11,-0.3,4977,2.2,5775,2.6,5766,2.6,313331817,7.2,8883414,6.0,131864,6.1,69,4.6
"41000","5","10","51","0","2025","2","",177439,1684924,1696713,1706883,29310559479,18707644369,370820565,1329,"",0.99,0.99,0.99,0.99,0.96,1.02,1.00,0.97,"",-3127,-1.7,-10241,-0.6,-8259,-0.5,-14661,-0.9,515101708,1.8,660691237,3.7,16093438,4.5,32,2.5
"41000","8","10","96","0","2025","2","",6028,306369,308433,309241,6532615255,157643794,2279099,1631,"",1.31,1.04,1.05,1.06,1.23,0.34,0.95,1.17,"",56,0.9,6707,2.2,6900,2.3,6501,2.1,442959387,7.3,8914791,6.0,132617,6.2,76,4.9
"41001","0","10","70","0","2025","2","",719,5597,5651,5656,75736631,41333231,728390,1034,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-0.7,17,0.3,-20,-0.4,-23,-0.4,5037131,7.1,3547607,9.4,101151,16.1,70,7.3
"41001","1","10","71","0","2025","2","",14,190,204,210,3775732,0,0,1443,"",3.91,1.78,1.92,1.97,1.99,0.00,0.00,1.05,"",0,0.0,-3,-1.6,-5,-2.4,-10,-4.5,-611234,-13.9,0,0.0,0,0.0,-185,-11.4
"41001","2","10","71","0","2025","2","",20,247,239,249,5177816,0,0,1626,"",4.68,1.40,1.35,1.42,1.97,0.00,0.00,1.42,"",1,5.3,16,6.9,15,6.7,16,6.9,648989,14.3,0,0.0,0,0.0,107,7.0
"41001","3","10","71","0","2025","2","",43,821,840,824,13224962,301153,4112,1228,"",4.24,1.51,1.53,1.54,1.96,0.41,1.03,1.28,"",0,0.0,16,2.0,26,3.2,17,2.1,811651,6.5,29610,10.9,588,16.7,47,4.0
"41001","5","10","71","0","2025","2","",642,4339,4368,4373,53558121,41032078,724278,945,"",0.92,0.91,0.91,0.90,0.83,1.02,1.00,0.92,"",-6,-0.9,-12,-0.3,-56,-1.3,-46,-1.0,4187725,8.5,3517997,9.4,100563,16.1,81,9.4
"41003","0","10","70","0","2025","2","",3058,39091,39292,39404,668031839,258281203,4677307,1309,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-60,-1.9,-58,-0.1,-61,-0.2,87,0.2,8301009,1.3,3560157,1.4,63314,1.4,17,1.3
"41003","1","10","71","0","2025","2","",14,477,479,481,11144176,0,0,1790,"",0.92,0.64,0.65,0.65,0.67,0.00,0.00,1.03,"",-1,-6.7,-45,-8.6,-59,-11.0,-63,-11.6,-1663848,-13.0,0,0.0,0,0.0,-53,-2.9
"41003","2","10","71","0","2025","2","",24,318,321,322,6386773,0,0,1534,"",1.32,0.26,0.26,0.26,0.28,0.00,0.00,1.06,"",0,0.0,7,2.3,-3,-0.9,-5,-1.5,530370,9.1,0,0.0,0,0.0,129,9.2
"41003","3","10","71","0","2025","2","",79,9807,9887,9932,208728401,277531,4172,1626,"",1.83,2.59,2.60,2.66,3.51,0.06,0.16,1.34,"",1,1.3,184,1.9,163,1.7,191,2.0,13057858,6.7,22262,8.7,-39,-0.9,74,4.8
"41003","5","10","71","0","2025","2","",2941,28489,28605,28669,441772489,258003672,4673135,1189,"",0.99,0.85,0.85,0.85,0.78,1.02,1.01,0.91,"",-60,-2.0,-204,-0.7,-162,-0.6,-36,-0.1,-3623371,-0.8,3537895,1.4,63353,1.4,-4,-0.3
"41005","0","10","70","0","2025","2","",17093,175097,175821,176579,3147547837,1838098261,35332481,1377,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-330,-1.9,258,0.1,729,0.4,-111,-0.1,131164875,4.3,35572051,2.0,845950,2.5,55,4.2
"41005","1","10","71","0","2025","2","",51,1171,1174,1180,25392105,0,0,1662,"",0.60,0.35,0.35,0.36,0.32,0.00,0.00,0.91,"",2,4.1,-63,-5.1,-83,-6.6,-89,-7.0,-2227648,-8.1,0,0.0,0,0.0,-33,-1.9
"41005","2","10","71","0","2025","2","",53,1723,1718,1722,36738217,0,0,1642,"",0.52,0.31,0.31,0.31,0.34,0.00,0.00,1.08,"",1,1.9,72,4.4,46,2.8,38,2.3,4390638,13.6,0,0.0,0,0.0,151,10.1
"41005","3","10","71","0","2025","2","",230,15092,15316,15486,329724061,4238449,49366,1658,"",0.96,0.89,0.90,0.93,1.18,0.13,0.25,1.30,"",6,2.7,263,1.8,446,3.0,492,3.3,36609120,12.5,231310,5.8,-13526,-21.5,145,9.6
"41005","5","10","71","0","2025","2","",16759,157111,157613,158191,2755693454,1833859812,35283115,1345,"",1.01,1.05,1.05,1.05,1.03,1.02,1.01,0.98,"",-339,-2.0,-14,0.0,320,0.2,-552,-0.3,92392765,3.5,35340741,2.0,859476,2.5,46,3.5
"41007","0","10","70","0","2025","2","",1897,19264,19576,19897,260746879,161363862,3008562,1024,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-48,-2.5,132,0.7,14,0.1,-165,-0.8,17806457,7.3,6322199,4.1,66045,2.2,70,7.3
"41007","1","10","71","0","2025","2","",14,151,142,131,2885719,0,0,1571,"",1.48,0.41,0.38,0.35,0.44,0.00,0.00,1.16,"",-1,-6.7,-21,-12.2,-29,-17.0,-42,-24.3,-639558,-18.1,0,0.0,0,0.0,-6,-0.4
"41007","2","10","71","0","2025","2","",29,359,363,375,7099848,0,0,1494,"",2.57,0.59,0.59,0.61,0.78,0.00,0.00,1.32,"",2,7.4,31,9.5,23,6.8,21,5.9,779335,12.3,0,0.0,0,0.0,67,4.7
"41007","3","10","71","0","2025","2","",49,2133,2182,2174,39245339,1523637,33807,1396,"",1.83,1.14,1.15,1.15,1.69,0.54,2.05,1.47,"",1,2.1,-20,-0.9,-34,-1.5,-34,-1.5,1580375,4.2,82420,5.7,10107,42.6,74,5.6
"41007","5","10","71","0","2025","2","",1805,16621,16889,17217,211515973,159840225,2974755,962,"",0.98,1.01,1.01,1.01,0.95,1.02,1.00,0.94,"",-50,-2.7,142,0.9,54,0.3,-110,-0.6,16086305,8.2,6239779,4.1,55938,1.9,71,8.0
"41009","0","10","70","0","2025","2","",1438,12437,12552,12424,175803770,113396553,2140964,1084,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-0.3,355,2.9,361,3.0,75,0.6,8854986,5.3,4364841,4.0,9998,0.5,32,3.0
"41009","1","10","71","0","2025","2","",7,78,76,75,1128517,0,0,1137,"",0.98,0.33,0.32,0.32,0.26,0.00,0.00,0.79,"",0,0.0,0,0.0,-4,-5.0,-3,-3.8,-5729,-0.5,0,0.0,0,0.0,28,2.5
